b1,1CC rate,2CC rate,Game 1 rate,strat
1.2800000000000002,0.056033334086867614,0.0,1.0,S_02
1.4200000000000004,0.05900434848354455,0.0,1.0,S_02
1.5600000000000005,0.05998914494354685,0.0,1.0,S_02
1.7000000000000006,0.06238690315021362,0.0,1.0,S_02
1.8400000000000007,0.06237827377688102,0.0,1.0,S_02
1.9800000000000009,0.06576213083355335,0.0,1.0,S_02
2.120000000000001,0.06709543388355046,0.0,1.0,S_02
2.260000000000001,0.0712913901535546,0.0,1.0,S_02
2.4000000000000012,0.07228723114688879,0.0,1.0,S_02
2.5400000000000014,0.07523146088688845,0.0,1.0,S_02
2.6800000000000015,0.0764656475668924,0.0,1.0,S_02
2.8200000000000016,0.077696798663555,0.0,1.0,S_02
2.9600000000000017,0.07971705838022441,0.0,1.0,S_02
3.100000000000002,0.08311451318688846,0.0,1.0,S_02
1.0,0.01934464804768377,0.0,1.0,S_04
1.1400000000000001,0.027933647457364586,0.0,1.0,S_04
1.2800000000000002,0.02990515671034911,0.0,1.0,S_04
1.4200000000000004,0.037930345035301044,0.0,1.0,S_04
1.5600000000000005,0.042111431344835845,0.0,1.0,S_04
1.7000000000000006,0.050060082025162114,0.0,1.0,S_04
1.8400000000000007,0.06502327231836255,0.0,1.0,S_04
1.9800000000000009,0.10124209145424531,0.0,1.0,S_04
2.120000000000001,0.19753420133466848,0.0,1.0,S_04
2.260000000000001,0.49333319074838433,0.0,1.0,S_04
2.4000000000000012,0.8053590842886066,0.0,1.0,S_04
2.5400000000000014,0.9427617379969483,0.0,1.0,S_04
2.6800000000000015,0.988944778913738,0.0,1.0,S_04
2.8200000000000016,0.9942467281650101,0.0,1.0,S_04
2.9600000000000017,0.9948488794689833,0.0,1.0,S_04
3.100000000000002,0.9951756219012038,0.0,1.0,S_04
1.0,0.01903539220551966,0.0,1.0,S_04
1.1400000000000001,0.025403867549894626,0.0,1.0,S_04
1.2800000000000002,0.029176450503436802,0.0,1.0,S_04
1.4200000000000004,0.03327617887492309,0.0,1.0,S_04
1.5600000000000005,0.04235975516856733,0.0,1.0,S_04
1.7000000000000006,0.046226291159441865,0.0,1.0,S_04
1.8400000000000007,0.06535843315340749,0.0,1.0,S_04
1.9800000000000009,0.10483428077804016,0.0,1.0,S_04
2.120000000000001,0.221788392214968,0.0,1.0,S_04
2.260000000000001,0.4895406515340869,0.0,1.0,S_04
2.4000000000000012,0.8175045103971081,0.0,1.0,S_04
2.5400000000000014,0.9649959335113492,0.0,1.0,S_04
2.6800000000000015,0.9940178445695625,0.0,1.0,S_04
2.8200000000000016,0.9955506595760386,0.0,1.0,S_04
2.9600000000000017,0.9937204269435592,0.0,1.0,S_04
3.100000000000002,0.9959008085879528,0.0,1.0,S_04
1.0,0.016145880363725263,0.0,1.0,S_04
1.1400000000000001,0.02686879522976713,0.0,1.0,S_04
1.2800000000000002,0.029827746966773528,0.0,1.0,S_04
1.4200000000000004,0.03421597013238533,0.0,1.0,S_04
1.5600000000000005,0.04017517960882796,0.0,1.0,S_04
1.7000000000000006,0.05135744539855728,0.0,1.0,S_04
1.8400000000000007,0.06133779115224816,0.0,1.0,S_04
1.9800000000000009,0.10737278281295307,0.0,1.0,S_04
2.120000000000001,0.21467616462277397,0.0,1.0,S_04
2.260000000000001,0.4444065694760532,0.0,1.0,S_04
2.4000000000000012,0.8162570422267129,0.0,1.0,S_04
2.5400000000000014,0.9570731635124244,0.0,1.0,S_04
2.6800000000000015,0.9896665935181266,0.0,1.0,S_04
2.8200000000000016,0.9944739863644224,0.0,1.0,S_04
2.9600000000000017,0.9946266639972319,0.0,1.0,S_04
3.100000000000002,0.9944105235843473,0.0,1.0,S_04
1.0,0.01614572550073173,0.0,1.0,S_04
1.1400000000000001,0.028745933669280688,0.0,1.0,S_04
1.2800000000000002,0.030826827441495668,0.0,1.0,S_04
1.4200000000000004,0.037196154306076874,0.0,1.0,S_04
1.5600000000000005,0.0416642273518904,0.0,1.0,S_04
1.7000000000000006,0.04557347830829807,0.0,1.0,S_04
1.8400000000000007,0.06511601025083327,0.0,1.0,S_04
1.9800000000000009,0.09674497055394622,0.0,1.0,S_04
2.120000000000001,0.2038048658061137,0.0,1.0,S_04
2.260000000000001,0.4675000846668165,0.0,1.0,S_04
2.4000000000000012,0.7963912977848037,0.0,1.0,S_04
2.5400000000000014,0.9454300747820873,0.0,1.0,S_04
2.6800000000000015,0.9932858184557442,0.0,1.0,S_04
2.8200000000000016,0.9942305888017603,0.0,1.0,S_04
2.9600000000000017,0.9915188025896711,0.0,1.0,S_04
3.100000000000002,0.9959157270379265,0.0,1.0,S_04
1.0,0.014261637661185848,0.0,1.0,S_04
1.1400000000000001,0.02780915657808005,0.0,1.0,S_04
1.2800000000000002,0.030213079444057735,0.0,1.0,S_04
1.4200000000000004,0.03547719219991086,0.0,1.0,S_04
1.5600000000000005,0.04341688714095795,0.0,1.0,S_04
1.7000000000000006,0.04892377598490674,0.0,1.0,S_04
1.8400000000000007,0.06930064038514325,0.0,1.0,S_04
1.9800000000000009,0.09665495314291596,0.0,1.0,S_04
2.120000000000001,0.21919536499572326,0.0,1.0,S_04
2.260000000000001,0.4921476109997411,0.0,1.0,S_04
2.4000000000000012,0.7838072303899084,0.0,1.0,S_04
2.5400000000000014,0.9689974018235372,0.0,1.0,S_04
2.6800000000000015,0.9934605654546999,0.0,1.0,S_04
2.8200000000000016,0.9937966776099205,0.0,1.0,S_04
2.9600000000000017,0.9933138507920564,0.0,1.0,S_04
3.100000000000002,0.9958907986279927,0.0,1.0,S_04
