b1,1CC rate,2CC rate,Game 1 rate,strat
1.0,0.005418328687514616,0.020100558981022434,0.4760274428280409,S_08
1.1400000000000001,0.01364451137894061,0.015159357554174857,0.44841936882676275,S_08
1.2800000000000002,0.018047114236931304,0.012941064634885055,0.4843047491235476,S_08
1.4200000000000004,0.022644010582879764,0.013290203674366197,0.5151651248538366,S_08
1.5600000000000005,0.041561900635845486,0.014994267979589207,0.5738713084943737,S_08
1.7000000000000006,0.11379722388400908,0.012977298281367186,0.6004945547255158,S_08
1.8400000000000007,0.5688301568082035,0.008234260684282697,0.8186171881244451,S_08
1.9800000000000009,0.7494833322857246,0.006835680095318285,0.886393344965284,S_08
2.120000000000001,0.771773163650612,0.005503181715025243,0.9085492674114699,S_08
2.260000000000001,0.8461740475115018,0.00536428999949887,0.941045861535615,S_08
2.4000000000000012,0.9686488024210299,0.003743302743398617,0.9873678244507444,S_08
2.5400000000000014,0.9811185947481634,0.0031495452730839345,0.9908194170663989,S_08
2.6800000000000015,0.9894457612266693,0.0030282429061500808,0.9939280842665262,S_08
2.8200000000000016,0.9845446765634227,0.002677069762696342,0.9930287901193586,S_08
2.9600000000000017,0.9916393866801833,0.0027347596571785735,0.9947924284199179,S_08
3.100000000000002,0.9862469202356239,0.002971826882493127,0.9922429042538015,S_08
1.0,0.00545773827731177,0.023216457634865836,0.4567492313726965,S_08
1.1400000000000001,0.011916167726962202,0.013162437118591348,0.4744116310601526,S_08
1.2800000000000002,0.015857869406306638,0.01264310577498233,0.5053016800503057,S_08
1.4200000000000004,0.019110728164475142,0.01284159260589464,0.5091754292018059,S_08
1.5600000000000005,0.03036032109374161,0.014200969692971318,0.5361371109217031,S_08
1.7000000000000006,0.10206407755414171,0.012976644407529946,0.5978657517149276,S_08
1.8400000000000007,0.539632921477638,0.00797032274326058,0.7853289666810713,S_08
1.9800000000000009,0.715595562773928,0.006639854838093538,0.8825595701446285,S_08
2.120000000000001,0.677244587278729,0.006599821568655949,0.8692724154902506,S_08
2.260000000000001,0.8341890546927297,0.004727746456981414,0.937372985826722,S_08
2.4000000000000012,0.9614139289801279,0.0037159328510691816,0.9858640887276972,S_08
2.5400000000000014,0.9852919054031843,0.0033181017234644966,0.9914312653953242,S_08
2.6800000000000015,0.9906036629538377,0.0029708696629299073,0.9946044832175814,S_08
2.8200000000000016,0.9921383825567229,0.0026902175929812895,0.9946928173210122,S_08
2.9600000000000017,0.9855659879488102,0.003108537208523673,0.9917044947239457,S_08
3.100000000000002,0.9880966255309601,0.0028889351735045844,0.9921800957088373,S_08
1.0,0.006009729885312036,0.019631151972563148,0.46872933685853496,S_08
1.1400000000000001,0.010347084554771981,0.016226607470736166,0.4814356830690936,S_08
1.2800000000000002,0.016861650511216488,0.015369619436114753,0.5085162531003525,S_08
1.4200000000000004,0.020801068484255895,0.011933390448305449,0.5224761843998221,S_08
1.5600000000000005,0.03433830106440285,0.013760242805482619,0.537028161351614,S_08
